Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,96.16999816894531,96.56999969482422,95.37000274658203,96.45999908447266,77.7442398071289,5911000
2016-01-05,96.38999938964844,97.1500015258789,95.9000015258789,96.73999786376953,77.96993255615234,5414800
2016-01-06,95.52999877929688,96.45999908447266,95.06999969482422,95.55999755859375,77.01887512207031,5901400
2016-01-07,94.5,95.69000244140625,93.91999816894531,94.18000030517578,75.9066390991211,6309700
2016-01-08,94.58999633789062,96.0,93.27999877929688,93.55999755859375,75.40692901611328,5634400
2016-01-11,93.83000183105469,95.30000305175781,93.58999633789062,94.91999816894531,76.5030517578125,6243400
2016-01-12,95.63999938964844,96.19000244140625,94.69000244140625,95.69000244140625,77.12366485595703,5333500
2016-01-13,95.83999633789062,96.62999725341797,93.94999694824219,94.11000061035156,75.85023498535156,6270900
2016-01-14,94.11000061035156,96.33999633789062,94.11000061035156,95.51000213623047,76.97857666015625,4986800
2016-01-15,93.51000213623047,95.11000061035156,92.94999694824219,93.9000015258789,75.68095397949219,7556600
2016-01-19,94.87000274658203,95.55999755859375,94.33999633789062,95.05999755859375,76.61589050292969,6258600
2016-01-20,93.36000061035156,95.0,92.3499984741211,94.12000274658203,76.19895935058594,7107700
2016-01-21,94.55000305175781,95.30999755859375,93.51000213623047,94.4800033569336,76.49041748046875,4845700
2016-01-22,95.80000305175781,96.08999633789062,94.37999725341797,95.63999938964844,77.4295425415039,4376900
2016-01-25,95.55999755859375,95.80000305175781,93.98999786376953,94.06999969482422,76.1584701538086,5734900
2016-01-26,94.12999725341797,94.51000213623047,93.41999816894531,94.04000091552734,76.1341781616211,4529000
2016-01-27,94.12999725341797,95.30999755859375,93.4800033569336,94.33999633789062,76.37705993652344,3905600
2016-01-28,95.2699966430664,95.2699966430664,93.08000183105469,93.48999786376953,75.68891143798828,4074700
2016-01-29,94.20999908447266,96.58999633789062,93.20999908447266,96.58999633789062,78.19865417480469,6245300
2016-02-01,95.88999938964844,97.88999938964844,95.55999755859375,97.31999969482422,78.7896499633789,3915200
2016-02-02,96.1500015258789,96.41000366210938,94.7300033569336,94.94000244140625,76.8628158569336,4437800
2016-02-03,95.56999969482422,96.02999877929688,93.86000061035156,95.37000274658203,77.21094512939453,5070200
2016-02-04,95.05000305175781,95.55000305175781,93.91000366210938,94.62999725341797,76.6118392944336,4686800
2016-02-05,94.55000305175781,94.79000091552734,92.55999755859375,93.0999984741211,75.37315368652344,6353500
2016-02-08,92.22000122070312,92.37999725341797,89.23999786376953,89.6500015258789,72.58008575439453,9664800
2016-02-09,87.0199966430664,91.95999908447266,86.5,90.51000213623047,73.27632141113281,11876900
2016-02-10,91.19999694824219,94.3499984741211,91.05999755859375,93.11000061035156,75.38126373291016,7471500
2016-02-11,91.83000183105469,94.38999938964844,91.4800033569336,93.87000274658203,75.99657440185547,8835600
